progeny,Replicate,Date,HT,DIA
112,4,5.28,80,5.29
112,5,5.28,88,6.06
137,1,5.28,96,5.22
137,2,5.28,70,5.56
137,3,5.28,60,4.4
137,4,5.28,77,5.47
137,5,5.28,85,4.56
206,1,5.28,41,3.65
206,2,5.28,55,4.99
206,3,5.28,90,5.33
206,4,5.28,70,5.15
206,5,5.28,66,5.59
119,1,5.28,79,4.5
119,2,5.28,91,5.08
119,3,5.28,86,4.91
119,4,5.28,86,4.32
119,5,5.28,91,5.78
149,1,5.28,57,4.31
149,2,5.28,93,4.93
149,3,5.28,83,4.83
149,4,5.28,94,5.13
149,5,5.28,83,4.59
210,1,5.28,88,4.55
210,2,5.28,72,5.73
210,3,5.28,77,4.11
210,4,5.28,58,3.46
210,5,5.28,74,4.65
173,1,5.28,116,5.88
173,2,5.28,80,5.17
173,3,5.28,87,5.35
173,4,5.28,41,2.42
173,5,5.28,67,4.3
88,1,5.28,67,4.32
88,2,5.28,85,4.27
88,3,5.28,68,5.39
88,4,5.28,64,5.14
88,5,5.28,54,4.35
48,1,5.28,116,5.88
48,2,5.28,80,5.17
48,3,5.28,80,5.33
48,4,5.28,80,5.91
48,5,5.28,98,5.56
39,1,5.28,85,5.02
39,2,5.28,102,5.46
39,3,5.28,79,4.64
39,4,5.28,63,4.7
39,5,5.28,89,4.55
131,1,5.28,45,3.51
131,2,5.28,32,3.19
131,3,5.28,58,4.54
131,4,5.28,70,5.86
131,5,5.28,71,3.9
248,1,5.28,68,5.13
248,2,5.28,80,4.97
248,3,5.28,72,4.95
248,4,5.28,50,4.54
248,5,5.28,71,6
150,1,5.28,72,4.23
150,2,5.28,50,4.32
150,3,5.28,42,3.99
150,4,5.28,55,4.26
150,5,5.28,63,3.89
35,1,5.28,104,5.63
35,2,5.28,105,5.49
35,3,5.28,89,4.35
35,4,5.28,78,4.27
35,5,5.28,81,6.22
247,1,5.28,79,5.53
247,2,5.28,53,3.11
247,3,5.28,48,3.27
247,4,5.28,45,2.98
247,5,5.28,67,5.25
140,1,5.28,73,4.84
140,2,5.28,99,4.98
140,3,5.28,54,3.26
140,4,5.28,100,5.07
140,5,5.28,90,6.07
155,1,5.28,49,3.84
155,2,5.28,68,4.51
155,3,5.28,58,4.38
155,4,5.28,70,3.61
155,5,5.28,100,4.98
194,1,5.28,74,5.14
194,2,5.28,75,5.55
194,3,5.28,87,4.35
194,4,5.28,113,5.44
194,5,5.28,110,5.48
82,1,5.28,82,5.83
82,2,5.28,68,5.88
82,3,5.28,67,3.88
82,4,5.28,66,4.43
82,5,5.28,96,5.6
171,1,5.28,94,5
171,2,5.28,103,5.66
171,3,5.28,70,4.73
171,4,5.28,112,5.78
171,5,5.28,96,5.53
160,1,5.28,79,3.92
160,2,5.28,50,4.24
160,3,5.28,61,3.96
160,4,5.28,72,4.42
160,5,5.28,63,3.84
254,1,5.28,62,3.85
254,2,5.28,55,4.57
254,3,5.28,62,4.51
254,4,5.28,64,4.46
254,5,5.28,77,5.32
225,1,5.28,91,4.84
225,2,5.28,56,4.77
225,3,5.28,95,5.45
225,4,5.28,64,4.45
225,5,5.28,77,4.13
44,1,5.28,107,5.05
44,2,5.28,88,6.13
44,3,5.28,60,3.94
44,4,5.28,70,4.45
44,5,5.28,57,4.11
234,1,5.28,75,5.11
234,2,5.28,83,5.3
234,3,5.28,97,4.88
234,4,5.28,67,4.02
234,5,5.28,85,5.68
226,1,5.28,,
226,2,5.28,,
226,3,5.28,,
226,4,5.28,,
226,5,5.28,,
179,1,5.28,,
179,2,5.28,,
179,3,5.28,,
179,4,5.28,,
179,5,5.28,,
153,1,5.28,,
153,2,5.28,,
153,3,5.28,,
153,4,5.28,,
153,5,5.28,,
1,1,5.28,,
1,2,5.28,,
1,3,5.28,,
1,4,5.28,,
1,5,5.28,,
27,1,5.28,,
27,2,5.28,,
27,3,5.28,,
27,4,5.28,,
27,5,5.28,,
165,1,5.28,,
165,2,5.28,,
165,3,5.28,,
165,4,5.28,,
165,5,5.28,,
33,1,5.28,,
33,2,5.28,,
33,3,5.28,,
33,4,5.28,,
33,5,5.28,,
176,1,5.28,,
176,2,5.28,,
176,3,5.28,,
176,4,5.28,,
176,5,5.28,,
117,1,5.28,,
117,2,5.28,,
117,3,5.28,,
117,4,5.28,,
117,5,5.28,,
164,1,6.12,130,7.29
164,2,6.12,91,5.15
164,3,6.12,126,6.18
164,4,6.12,83,5.58
164,5,6.12,75,5.13
229,1,6.12,101,4.42
229,2,6.12,110,5.16
229,3,6.12,57,5.29
229,4,6.12,80,6.35
229,5,6.12,132,6.87
239,1,6.12,46,4.43
239,2,6.12,132,6.59
239,3,6.12,115,7.4
239,4,6.12,115,6.11
239,5,6.12,145,7.22
196,1,6.12,57,5.4
196,2,6.12,60,4.59
196,3,6.12,64,4.93
196,4,6.12,34,4.18
196,5,6.12,61,5.16
138,1,6.12,30,3.38
138,2,6.12,67,5.05
138,3,6.12,113,5.79
138,4,6.12,113,7.02
138,5,6.12,70,5.24
54,1,6.12,100,5.16
54,2,6.12,91,5.47
54,3,6.12,75,4.81
54,4,6.12,64,6.56
54,5,6.12,135,6.16
79,1,6.12,123,6.53
79,2,6.12,103,6.18
79,3,6.12,125,6.59
79,4,6.12,132,6.45
79,5,6.12,126,6.32
6,1,6.12,63,4.7
6,2,6.12,82,4.45
6,3,6.12,90,5.95
6,4,6.12,62,4.33
6,5,6.12,73,4.59
2,1,6.12,55,3.36
2,2,6.12,86,5.43
2,3,6.12,80,4.65
2,4,6.12,49,3
2,5,6.12,60,3.73
60,1,6.12,62,4.85
60,2,6.12,120,6.13
60,3,6.12,102,4.86
60,4,6.12,130,7.81
60,5,6.12,90,5.78
59,1,6.12,77,4.4
59,2,6.12,100,4.89
59,3,6.12,100,5.74
59,4,6.12,117,6.33
59,5,6.12,90,4.73
215,1,6.12,130,6.72
215,2,6.12,148,7.68
215,3,6.12,130,6.1
215,4,6.12,93,5.17
215,5,6.12,105,7.1
256,1,6.12,117,5.89
256,2,6.12,105,6.49
256,3,6.12,108,5.92
256,4,6.12,95,6.19
256,5,6.12,117,5.49
243,1,6.12,77,5.07
243,2,6.12,58,0.2
243,3,6.12,74,4.37
243,4,6.12,74,4.38
243,5,6.12,65,4.66
238,1,6.12,5,4.17
238,2,6.12,50,3.62
238,3,6.12,66,4.97
238,4,6.12,90,5.59
238,5,6.12,125,7.36
57,1,6.12,66,5.22
57,2,6.12,66,4.98
57,3,6.12,76,4.3
57,4,6.12,97,5.74
57,5,6.12,107,6.5
154,1,6.12,85,5.83
154,2,6.12,62,4.77
154,3,6.12,62,4.88
154,4,6.12,90,5.49
154,5,6.12,73,4.87
228,1,6.12,67,4.32
228,2,6.12,52,5.53
228,3,6.12,65,5.13
228,4,6.12,88,4.58
228,5,6.12,107,6
233,1,6.12,104,5.3
233,2,6.12,130,6.35
233,3,6.12,105,5.19
233,4,6.12,84,6.21
233,5,6.12,65,5.86
191,1,6.12,83,6.09
191,2,6.12,85,6.5
191,3,6.12,58,4.34
191,4,6.12,113,5.86
191,5,6.12,116,6.53
222,1,6.12,108,6.27
222,2,6.12,70,4.7
222,3,6.12,83,6.06
222,4,6.12,72,4.33
222,5,6.12,123,6.42
15,1,6.12,68,4.56
15,2,6.12,90,6.97
15,3,6.12,133,6.55
15,4,6.12,82,5.16
15,5,6.12,109,6.37
112,1,6.12,129,6.77
112,2,6.12,120,6.28
112,3,6.12,90,6.03
112,4,6.12,80,5.66
112,5,6.12,120,7.34
137,1,6.12,123,6.2
137,2,6.12,79,6.04
137,3,6.12,61,4.92
137,4,6.12,94,5.8
137,5,6.12,111,5.55
206,1,6.12,41,4.09
206,2,6.12,73,5.1
206,3,6.12,111,6.09
206,4,6.12,90,5.8
206,5,6.12,90,6
119,1,6.12,79,5.21
119,2,6.12,118,6.23
119,3,6.12,87,5.15
119,4,6.12,87,4.83
119,5,6.12,92,6.28
149,1,6.12,57,4.13
149,2,6.12,114,5.62
149,3,6.12,120,5.55
149,4,6.12,112,5.76
149,5,6.12,88,4.89
210,1,6.12,105,5.54
210,2,6.12,73,5.84
210,3,6.12,93,4.59
210,4,6.12,60,4.21
210,5,6.12,75,5.1
173,1,6.12,127,7.35
173,2,6.12,87,5.75
173,3,6.12,106,6
173,4,6.12,41,3.4
173,5,6.12,80,3.98
88,1,6.12,67,5.91
88,2,6.12,98,5.02
88,3,6.12,103,5.39
88,4,6.12,85,5.78
88,5,6.12,57,4.31
48,1,6.12,134,6.82
48,2,6.12,80,5.32
48,3,6.12,80,6.06
48,4,6.12,80,6.42
48,5,6.12,120,5.86
39,1,6.12,90,5.25
39,2,6.12,130,6.04
39,3,6.12,80,5.37
39,4,6.12,80,5.19
39,5,6.12,111,5.58
131,1,6.12,45,3.85
131,2,6.12,32,3.52
131,3,6.12,58,5.1
131,4,6.12,100,6.37
131,5,6.12,85,4.64
248,1,6.12,95,5.55
248,2,6.12,80,5.13
248,3,6.12,76,5.9
248,4,6.12,60,3.41
248,5,6.12,88,6.28
150,1,6.12,74,4.34
150,2,6.12,70,4.36
150,3,6.12,42,4.44
150,4,6.12,67,4
150,5,6.12,64,4.05
35,1,6.12,130,6.8
35,2,6.12,120,5.93
35,3,6.12,90,4.33
35,4,6.12,80,4.56
35,5,6.12,81,6.31
247,1,6.12,79,5.74
247,2,6.12,53,3.29
247,3,6.12,50,3.79
247,4,6.12,45,3.37
247,5,6.12,70,4.89
140,1,6.12,75,5.14
140,2,6.12,120,5.63
140,3,6.12,54,3.3
140,4,6.12,121,5.54
140,5,6.12,105,6.84
155,1,6.12,49,4.12
155,2,6.12,71,4.9
155,3,6.12,60,4.72
155,4,6.12,91,4.44
155,5,6.12,110,5.72
194,1,6.12,103,6.2
194,2,6.12,100,6.44
194,3,6.12,100,5.22
194,4,6.12,132,6.81
194,5,6.12,137,6.27
82,1,6.12,84,6.16
82,2,6.12,74,6.11
82,3,6.12,70,4.19
82,4,6.12,66,5.05
82,5,6.12,96,6.01
171,1,6.12,115,5.4
171,2,6.12,130,6.67
171,3,6.12,70,4.64
171,4,6.12,145,6.36
171,5,6.12,130,6.22
160,1,6.12,94,4.63
160,2,6.12,51,4.18
160,3,6.12,61,4.67
160,4,6.12,90,5.12
160,5,6.12,66,3.78
254,1,6.12,83,4.33
254,2,6.12,56,4.9
254,3,6.12,62,4.86
254,4,6.12,71,4.78
254,5,6.12,80,5.66
225,1,6.12,117,5.19
225,2,6.12,96,4.71
225,3,6.12,110,5.36
225,4,6.12,90,4.81
225,5,6.12,80,4.56
44,1,6.12,122,5.62
44,2,6.12,120,6.86
44,3,6.12,64,4.08
44,4,6.12,71,4.6
44,5,6.12,60,4.45
234,1,6.12,78,5.38
234,2,6.12,110,5.73
234,3,6.12,110,5.97
234,4,6.12,68,4.74
234,5,6.12,86,5.99
226,1,6.12,,
226,2,6.12,,
226,3,6.12,,
226,4,6.12,,
226,5,6.12,,
179,1,6.12,,
179,2,6.12,,
179,3,6.12,,
179,4,6.12,,
179,5,6.12,,
153,1,6.12,,
153,2,6.12,,
153,3,6.12,,
153,4,6.12,,
153,5,6.12,,
1,1,6.12,,
1,2,6.12,,
1,3,6.12,,
1,4,6.12,,
1,5,6.12,,
27,1,6.12,,
27,2,6.12,,
27,3,6.12,,
27,4,6.12,,
27,5,6.12,,
165,1,6.12,,
165,2,6.12,,
165,3,6.12,,
165,4,6.12,,
165,5,6.12,,
33,1,6.12,,
33,2,6.12,,
33,3,6.12,,
33,4,6.12,,
33,5,6.12,,
176,1,6.12,,
176,2,6.12,,
176,3,6.12,,
176,4,6.12,,
176,5,6.12,,
117,1,6.12,,
117,2,6.12,,
117,3,6.12,,
117,4,6.12,,
117,5,6.12,,
164,1,6.25,130,7.02
164,2,6.25,92,5
164,3,6.25,140,6.77
164,4,6.25,107,6.31
164,5,6.25,90,5.25
229,1,6.25,116,5.74
229,2,6.25,122,5.54
229,3,6.25,57,5.64
229,4,6.25,80,6.73
229,5,6.25,140,7.68
239,1,6.25,47,4.4
239,2,6.25,132,7.37
239,3,6.25,140,8.05
239,4,6.25,118,6.52
239,5,6.25,145,7.75
196,1,6.25,57,5.69
196,2,6.25,60,5.3
196,3,6.25,65,5.34
196,4,6.25,34,5.75
196,5,6.25,61,5.2
138,1,6.25,32,3.46
138,2,6.25,90,5.25
138,3,6.25,130,6.24
138,4,6.25,140,8.31
138,5,6.25,84,6.2
54,1,6.25,120,5.84
54,2,6.25,91,5.92
54,3,6.25,80,4.97
54,4,6.25,64,6.95
54,5,6.25,151,6.92
79,1,6.25,145,7.59
79,2,6.25,124,7.16
79,3,6.25,130,6.93
79,4,6.25,150,7.33
79,5,6.25,150,7.55
6,1,6.25,63,6.43
6,2,6.25,82,5.65
6,3,6.25,101,5.86
6,4,6.25,62,4.78
6,5,6.25,74,4.81
2,1,6.25,55,3.51
2,2,6.25,92,5.43
2,3,6.25,82,5.03
2,4,6.25,49,2.99
2,5,6.25,60,4.45
60,1,6.25,64,4.75
60,2,6.25,126,7.49
60,3,6.25,116,5.37
60,4,6.25,132,8.64
60,5,6.25,90,6.46
59,1,6.25,90,4.4
59,2,6.25,111,5.46
59,3,6.25,115,6.05
59,4,6.25,140,7.25
59,5,6.25,100,5.55
215,1,6.25,142,7.78
215,2,6.25,165,7.95
215,3,6.25,145,9.13
215,4,6.25,100,5.21
215,5,6.25,140,8.06
256,1,6.25,130,6.46
256,2,6.25,130,7.22
256,3,6.25,135,6.76
256,4,6.25,105,6.46
256,5,6.25,126,6.07
243,1,6.25,77,5.78
243,2,6.25,57,4.62
243,3,6.25,74,5.18
243,4,6.25,74,4.84
243,5,6.25,65,5.06
238,1,6.25,54,4.82
238,2,6.25,50,4.14
238,3,6.25,66,5.4
238,4,6.25,92,5.85
238,5,6.25,160,7.64
57,1,6.25,66,5.63
57,2,6.25,68,4.42
57,3,6.25,76,4.25
57,4,6.25,97,6.32
57,5,6.25,130,7.22
154,1,6.25,85,6.17
154,2,6.25,63,4.87
154,3,6.25,62,5.31
154,4,6.25,104,5.39
154,5,6.25,73,5.15
228,1,6.25,67,6.81
228,2,6.25,52,5.5
228,3,6.25,65,5.25
228,4,6.25,88,5.99
228,5,6.25,130,6.4
233,1,6.25,120,5.89
233,2,6.25,138,7.06
233,3,6.25,110,5.66
233,4,6.25,84,6.39
233,5,6.25,85,5.63
191,1,6.25,96,6.42
191,2,6.25,112,6.43
191,3,6.25,65,4.62
191,4,6.25,140,6.72
191,5,6.25,150,7.28
222,1,6.25,135,6.63
222,2,6.25,89,4.73
222,3,6.25,83,6.25
222,4,6.25,81,4.58
222,5,6.25,140,6.77
15,1,6.25,80,4.84
15,2,6.25,90,6.98
15,3,6.25,145,6.92
15,4,6.25,82,5.45
15,5,6.25,130,7.14
112,1,6.25,129,7.69
112,2,6.25,135,6.91
112,3,6.25,118,6.58
112,4,6.25,80,5.7
112,5,6.25,150,8.22
137,1,6.25,143,7.53
137,2,6.25,110,6.32
137,3,6.25,61,5.31
137,4,6.25,116,5.97
137,5,6.25,137,6.1
206,1,6.25,43,4.16
206,2,6.25,84,5.66
206,3,6.25,115,6.73
206,4,6.25,105,6.52
206,5,6.25,110,6.9
119,1,6.25,74,5.7
119,2,6.25,124,6.64
119,3,6.25,87,5.56
119,4,6.25,87,5.25
119,5,6.25,105,6.83
149,1,6.25,57,4.4
149,2,6.25,118,6.55
149,3,6.25,135,6.62
149,4,6.25,110,6.19
149,5,6.25,88,5.24
210,1,6.25,130,6.58
210,2,6.25,73,5.16
210,3,6.25,103,5.21
210,4,6.25,80,4.23
210,5,6.25,83,5.75
173,1,6.25,121,7.91
173,2,6.25,92,6.11
173,3,6.25,124,6.52
173,4,6.25,41,3.67
173,5,6.25,82,4.58
88,1,6.25,67,6.1
88,2,6.25,98,5.2
88,3,6.25,103,6.14
88,4,6.25,85,5.84
88,5,6.25,57,4.48
48,1,6.25,160,7.66
48,2,6.25,80,5.5
48,3,6.25,80,6.56
48,4,6.25,80,6.88
48,5,6.25,121,6.26
39,1,6.25,110,6.86
39,2,6.25,141,6.59
39,3,6.25,80,5.69
39,4,6.25,80,5.75
39,5,6.25,123,6.22
131,1,6.25,45,4.35
131,2,6.25,32,3.97
131,3,6.25,58,5.07
131,4,6.25,136,6.78
131,5,6.25,97,5.79
248,1,6.25,117,6.81
248,2,6.25,80,5.43
248,3,6.25,76,5.92
248,4,6.25,80,4.42
248,5,6.25,98,6.93
150,1,6.25,74,4.86
150,2,6.25,101,4.64
150,3,6.25,42,4.28
150,4,6.25,67,4.83
150,5,6.25,64,4.65
35,1,6.25,150,7.75
35,2,6.25,138,6.52
35,3,6.25,90,5.08
35,4,6.25,80,5.21
35,5,6.25,81,6.69
247,1,6.25,79,6.21
247,2,6.25,53,3.98
247,3,6.25,71,3.8
247,4,6.25,76,3.44
247,5,6.25,70,5.35
140,1,6.25,90,5.4
140,2,6.25,140,6.96
140,3,6.25,55,3.33
140,4,6.25,133,6.91
140,5,6.25,142,8.33
155,1,6.25,49,4.3
155,2,6.25,71,5.39
155,3,6.25,63,4.93
155,4,6.25,114,5.41
155,5,6.25,145,6.89
194,1,6.25,140,6.96
194,2,6.25,115,6.83
194,3,6.25,131,6.17
194,4,6.25,157,7.51
194,5,6.25,160,7.43
82,1,6.25,84,6.73
82,2,6.25,110,7.18
82,3,6.25,70,4.8
82,4,6.25,66,5.29
82,5,6.25,96,6.85
171,1,6.25,121,5.59
171,2,6.25,152,7.28
171,3,6.25,70,4.82
171,4,6.25,157,7.04
171,5,6.25,147,7.15
160,1,6.25,97,5.26
160,2,6.25,51,4.7
160,3,6.25,61,4.84
160,4,6.25,114,5.91
160,5,6.25,66,4.4
254,1,6.25,98,5.22
254,2,6.25,57,5.19
254,3,6.25,64,5.41
254,4,6.25,71,5.19
254,5,6.25,80,6.01
225,1,6.25,117,5.55
225,2,6.25,96,5.4
225,3,6.25,116,5.8
225,4,6.25,92,5.48
225,5,6.25,81,4.81
44,1,6.25,124,5.9
44,2,6.25,153,7.86
44,3,6.25,64,4.54
44,4,6.25,73,4.5
44,5,6.25,82,4.84
234,1,6.25,78,6.12
234,2,6.25,120,6.87
234,3,6.25,114,6.22
234,4,6.25,68,5.04
234,5,6.25,86,6.9
226,1,6.25,,
226,2,6.25,,
226,3,6.25,,
226,4,6.25,,
226,5,6.25,,
179,1,6.25,,
179,2,6.25,,
179,3,6.25,,
179,4,6.25,,
179,5,6.25,,
153,1,6.25,,
153,2,6.25,,
153,3,6.25,,
153,4,6.25,,
153,5,6.25,,
1,1,6.25,,
1,2,6.25,,
1,3,6.25,,
1,4,6.25,,
1,5,6.25,,
27,1,6.25,,
27,2,6.25,,
27,3,6.25,,
27,4,6.25,,
27,5,6.25,,
165,1,6.25,,
165,2,6.25,,
165,3,6.25,,
165,4,6.25,,
165,5,6.25,,
33,1,6.25,,
33,2,6.25,,
33,3,6.25,,
33,4,6.25,,
33,5,6.25,,
176,1,6.25,,
176,2,6.25,,
176,3,6.25,,
176,4,6.25,,
176,5,6.25,,
117,1,6.25,,
117,2,6.25,,
117,3,6.25,,
117,4,6.25,,
117,5,6.25,,
164,1,7.10,128,8.74
164,2,7.10,94,5.58
164,3,7.10,150,8.31
164,4,7.10,120,6.89
164,5,7.10,100,5.73
229,1,7.10,123,5.8
229,2,7.10,133,5.95
229,3,7.10,55,6.05
229,4,7.10,80,6.75
229,5,7.10,140,6.82
239,1,7.10,47,4.65
239,2,7.10,130,8.91
239,3,7.10,160,9.63
239,4,7.10,116,7.23
239,5,7.10,145,8.67
196,1,7.10,56,5.66
196,2,7.10,61,5.38
196,3,7.10,65,6.91
196,4,7.10,34,4.68
196,5,7.10,75,5.91
138,1,7.10,32,4.71
138,2,7.10,96,7.19
138,3,7.10,137,6.93
138,4,7.10,149,10.23
138,5,7.10,85,5.93
54,1,7.10,139,6.35
54,2,7.10,91,6.77
54,3,7.10,79,5.47
54,4,7.10,65,7
54,5,7.10,175,7.92
79,1,7.10,154,7.55
79,2,7.10,136,8.16
79,3,7.10,127,8.37
79,4,7.10,160,8.28
79,5,7.10,163,8.02
6,1,7.10,62,5.46
6,2,7.10,82,5.33
6,3,7.10,100,6.13
6,4,7.10,60,5.41
6,5,7.10,71,5.12
2,1,7.10,54,5.72
2,2,7.10,92,6.95
2,3,7.10,80,4.9
2,4,7.10,49,3.32
2,5,7.10,58,4.23
60,1,7.10,61,5.81
60,2,7.10,127,7.14
60,3,7.10,106,5.96
60,4,7.10,141,9.32
60,5,7.10,87,6.94
59,1,7.10,89,4.56
59,2,7.10,124,5.88
59,3,7.10,118,8.15
59,4,7.10,144,1.19
59,5,7.10,100,5.65
215,1,7.10,144,7.39
215,2,7.10,160,8.99
215,3,7.10,154,10.6
215,4,7.10,104,6.13
215,5,7.10,156,9.57
256,1,7.10,150,7.32
256,2,7.10,147,9.53
256,3,7.10,153,8.09
256,4,7.10,110,7.58
256,5,7.10,139,7.32
243,1,7.10,65,5.97
243,2,7.10,57,5.13
243,3,7.10,73,5.63
243,4,7.10,74,5.23
243,5,7.10,65,5.91
238,1,7.10,50,5.23
238,2,7.10,49,4.2
238,3,7.10,65,5.8
238,4,7.10,90,6.66
238,5,7.10,180,8.13
57,1,7.10,66,6.22
57,2,7.10,65,5.77
57,3,7.10,75,5.16
57,4,7.10,97,6.85
57,5,7.10,138,8.71
154,1,7.10,84,7.58
154,2,7.10,60,5.94
154,3,7.10,62,5.42
154,4,7.10,115,7.69
154,5,7.10,70,5.55
228,1,7.10,60,6.99
228,2,7.10,50,5.78
228,3,7.10,63,5.67
228,4,7.10,86,5.941
228,5,7.10,130,7.3
233,1,7.10,125,6.41
233,2,7.10,136,7.917
233,3,7.10,113,6.43
233,4,7.10,86,6.91
233,5,7.10,100,6.41
191,1,7.10,115,7.44
191,2,7.10,130,7.78
191,3,7.10,88,5.25
191,4,7.10,142,8.7
191,5,7.10,176,9.21
222,1,7.10,157,7.26
222,2,7.10,90,5.217
222,3,7.10,83,6.6
222,4,7.10,95,5.3
222,5,7.10,157,7.55
15,1,7.10,97,3.25
15,2,7.10,93,4.63
15,3,7.10,155,3.93
15,4,7.10,81,3.04
15,5,7.10,135,5.03
112,1,7.10,132,9.18
112,2,7.10,132,8.25
112,3,7.10,117,8.35
112,4,7.10,80,7.02
112,5,7.10,165,9.08
137,1,7.10,147,8.92
137,2,7.10,117,7.29
137,3,7.10,60,5.72
137,4,7.10,122,6.85
137,5,7.10,133,7.73
206,1,7.10,41,4.96
206,2,7.10,94,6.46
206,3,7.10,113,7.63
206,4,7.10,115,7.41
206,5,7.10,117,8.25
119,1,7.10,75,5.97
119,2,7.10,124,7.56
119,3,7.10,87,6.25
119,4,7.10,86,6.23
119,5,7.10,135,8.27
149,1,7.10,55,4.71
149,2,7.10,117,7.64
149,3,7.10,144,7.41
149,4,7.10,105,7.02
149,5,7.10,87,5.51
210,1,7.10,140,7.68
210,2,7.10,74,6.49
210,3,7.10,103,6.22
210,4,7.10,87,5.39
210,5,7.10,103,6.46
173,1,7.10,127,9.43
173,2,7.10,92,6.86
173,3,7.10,133,7.36
173,4,7.10,43,3.76
173,5,7.10,81,4.95
88,1,7.10,65,6.4
88,2,7.10,98,6.34
88,3,7.10,105,4.82
88,4,7.10,113,7.56
88,5,7.10,55,5.07
48,1,7.10,158,8.87
48,2,7.10,79,5.71
48,3,7.10,75,6.76
48,4,7.10,81,7.03
48,5,7.10,121,6.83
39,1,7.10,112,6.51
39,2,7.10,140,8.13
39,3,7.10,76,6.46
39,4,7.10,75,6.87
39,5,7.10,122,6.74
131,1,7.10,42,4.44
131,2,7.10,32,4.24
131,3,7.10,56,5.96
131,4,7.10,143,7.9
131,5,7.10,108,5.99
248,1,7.10,138,8.99
248,2,7.10,78,6.27
248,3,7.10,74,6.85
248,4,7.10,100,5.88
248,5,7.10,93,8.95
150,1,7.10,71,5.18
150,2,7.10,113,5.42
150,3,7.10,43,4.96
150,4,7.10,66,5.34
150,5,7.10,64,5.35
35,1,7.10,166,8.71
35,2,7.10,146,7.95
35,3,7.10,90,5.42
35,4,7.10,76,6.33
35,5,7.10,77,7.46
247,1,7.10,83,7.51
247,2,7.10,54,4.01
247,3,7.10,81,4.83
247,4,7.10,67,4.16
247,5,7.10,67,6.25
140,1,7.10,95,5.88
140,2,7.10,144,7.86
140,3,7.10,52,3.96
140,4,7.10,127,7.32
140,5,7.10,148,9.69
155,1,7.10,47,5.2
155,2,7.10,70,6.39
155,3,7.10,92,6.47
155,4,7.10,131,6.54
155,5,7.10,158,7.7
194,1,7.10,136,8.41
194,2,7.10,116,8.06
194,3,7.10,,
194,4,7.10,156,9.51
194,5,7.10,184,8.96
82,1,7.10,82,6.99
82,2,7.10,134,8.89
82,3,7.10,69,5.5
82,4,7.10,67,5.97
82,5,7.10,90,7.66
171,1,7.10,118,6.66
171,2,7.10,169,3.71
171,3,7.10,68,5.09
171,4,7.10,151,8.85
171,5,7.10,152,9.1
160,1,7.10,98,1.41
160,2,7.10,52,5.16
160,3,7.10,60,5.41
160,4,7.10,128,6.73
160,5,7.10,66,4.83
254,1,7.10,98,6.48
254,2,7.10,56,6.06
254,3,7.10,63,5.83
254,4,7.10,70,5.45
254,5,7.10,77,6.98
225,1,7.10,113,6.32
225,2,7.10,58,5.42
225,3,7.10,117,6.26
225,4,7.10,90,5.9
225,5,7.10,80,4.63
44,1,7.10,122,6.59
44,2,7.10,160,9.39
44,3,7.10,63,5.17
44,4,7.10,69,5.21
44,5,7.10,83,5.23
234,1,7.10,89,6.66
234,2,7.10,134,7.67
234,3,7.10,112,7.27
234,4,7.10,68,5.49
234,5,7.10,84,7.52
226,1,7.10,,
226,2,7.10,,
226,3,7.10,,
226,4,7.10,,
226,5,7.10,,
179,1,7.10,,
179,2,7.10,,
179,3,7.10,,
179,4,7.10,,
179,5,7.10,,
153,1,7.10,,
153,2,7.10,,
153,3,7.10,,
153,4,7.10,,
153,5,7.10,,
1,1,7.10,,
1,2,7.10,,
1,3,7.10,,
1,4,7.10,,
1,5,7.10,,
27,1,7.10,,
27,2,7.10,,
27,3,7.10,,
27,4,7.10,,
27,5,7.10,,
165,1,7.10,,
165,2,7.10,,
165,3,7.10,,
165,4,7.10,,
165,5,7.10,,
33,1,7.10,,
33,2,7.10,,
33,3,7.10,,
33,4,7.10,,
33,5,7.10,,
176,1,7.10,,
176,2,7.10,,
176,3,7.10,,
176,4,7.10,,
176,5,7.10,,
117,1,7.10,,
117,2,7.10,,
117,3,7.10,,
117,4,7.10,,
117,5,7.10,,
164,1,7.25,128,9.82
164,2,7.25,94,5.58
164,3,7.25,150,8.88
164,4,7.25,120,7.47
164,5,7.25,100,6.42
229,1,7.25,123,6.3
229,2,7.25,133,6.53
229,3,7.25,56,6.7
229,4,7.25,82,6.96
229,5,7.25,142,8.7
239,1,7.25,46,5.04
239,2,7.25,140,8.82
239,3,7.25,160,9.77
239,4,7.25,115,7.79
239,5,7.25,144,8.81
196,1,7.25,58,6.5
196,2,7.25,58,6.09
196,3,7.25,65,6.92
196,4,7.25,33,5.35
196,5,7.25,84,6.13
138,1,7.25,33,3.61
138,2,7.25,97,8.18
138,3,7.25,138,7.34
138,4,7.25,150,11.43
138,5,7.25,86,5.93
54,1,7.25,141,7.05
54,2,7.25,92,7.33
54,3,7.25,80,5.61
54,4,7.25,65,8.62
54,5,7.25,190,8.75
79,1,7.25,154,7.55
79,2,7.25,136,8.9
79,3,7.25,127,8.56
79,4,7.25,158,9.29
79,5,7.25,159,9.98
6,1,7.25,62,5.56
6,2,7.25,80,5.62
6,3,7.25,100,7.52
6,4,7.25,62,5.6
6,5,7.25,74,6.02
2,1,7.25,55,3.72
2,2,7.25,90,7.06
2,3,7.25,80,5.45
2,4,7.25,49,3.32
