progeny,Replicate,Date,HT,DIA
L172,1,5.13,50.5,3.37
L172,2,5.13,67.2,3.09
L172,3,5.13,45,4.16
L172,4,5.13,60,4.92
L172,5,5.13,52.5,4.1
L164,1,5.13,50,2.1
L164,2,5.13,70,12.6
L164,3,5.13,76,8.62
L164,4,5.13,61,2
L164,5,5.13,70,4.72
L162,1,5.13,34,3.44
L162,2,5.13,70,4.14
L162,3,5.13,66,4.44
L162,4,5.13,46,3.41
L162,5,5.13,70,4.83
L1,1,5.13,60,4.6
L1,2,5.13,54,3.92
L1,3,5.13,60,4.65
L1,4,5.13,55,4.12
L1,5,5.13,71,4.49
L70,1,5.13,66,4.61
L70,2,5.13,65,4.31
L70,3,5.13,52,3.88
L70,4,5.13,48,3.63
L70,5,5.13,61,4.03
L175,1,5.13,58,4.1
L175,2,5.13,63,4.06
L175,3,5.13,65,4.72
L175,4,5.13,58,4.81
L175,5,5.13,62,4.56
L11,1,5.13,60,5.91
L11,2,5.13,60,4.1
L11,3,5.13,62,3.91
L11,4,5.13,47,3.91
L11,5,5.13,65,4.07
L127,1,5.13,82,4.77
L127,2,5.13,78,4.17
L127,3,5.13,60,4.33
L127,4,5.13,72,5.15
L127,5,5.13,76,5.64
L12,1,5.13,58,4.16
L12,2,5.13,55,4.02
L12,3,5.13,78,5.82
L12,4,5.13,72,5.63
L12,5,5.13,67.5,4.1
L161,1,5.13,27,3.22
L161,2,5.13,53,3.55
L161,3,5.13,44.5,3.3
L161,4,5.13,42.5,3.86
L161,5,5.13,56,5.47
L46,1,5.13,56,3.82
L46,2,5.13,59,3.83
L46,3,5.13,44.5,4.31
L46,4,5.13,55,4.53
L46,5,5.13,54,4.06
L159,1,5.13,80,5.33
L159,2,5.13,68,4.98
L159,3,5.13,62,4.28
L159,4,5.13,65,3.92
L159,5,5.13,69.5,4.17
L156,1,5.13,64,4.47
L156,2,5.13,45,3.74
L156,3,5.13,48,4.74
L156,4,5.13,58,3.58
L156,5,5.13,59,3.62
L34,1,5.13,55,3.34
L34,2,5.13,47,3.71
L34,3,5.13,77,4.7
L34,4,5.13,59,4.11
L34,5,5.13,66,4.55
L13,1,5.13,57.5,4.45
L13,2,5.13,49,4.35
L13,3,5.13,48,3.82
L13,4,5.13,45,3.57
L13,5,5.13,46,4.07
L145,1,5.13,47.5,3.05
L145,2,5.13,51.5,3.03
L145,3,5.13,37,2.89
L145,4,5.13,40,3.02
L145,5,5.13,41,3.06
L24,1,5.13,63.5,4.4
L24,2,5.13,46,3.85
L24,3,5.13,48,3.97
L24,4,5.13,37.5,3.89
L24,5,5.13,42.5,3.42
L209,1,5.13,46,3.83
L209,2,5.13,42,3.33
L209,3,5.13,38,3.07
L209,4,5.13,64.5,4.58
L209,5,5.13,62,3.1
L76,1,5.13,38,3.31
L76,2,5.13,53,4.31
L76,3,5.13,56,4.53
L76,4,5.13,56,3.53
L76,5,5.13,53,3.75
L157,1,5.13,50,4.27
L157,2,5.13,44,3.73
L157,3,5.13,50,4.8
L157,4,5.13,58,4.2
L157,5,5.13,40,3.81
L169,1,5.13,66,4.87
L169,2,5.13,64,5.11
L169,3,5.13,46,4.86
L169,4,5.13,48,3.89
L169,5,5.13,70,5.38
L59,1,5.13,77,5.72
L59,2,5.13,63,5.76
L59,3,5.13,60,5.7
L59,4,5.13,64,4.41
L59,5,5.13,73,5.97
L64,1,5.13,55,4.03
L64,2,5.13,51,4.81
L64,3,5.13,49,4.05
L64,4,5.13,54,3.75
L64,5,5.13,52,3.89
L153,1,5.13,64,4.53
L153,2,5.13,61,4.54
L153,3,5.13,53,4.18
L153,4,5.13,54,3.73
L153,5,5.13,57,4.14
L68,1,5.13,65,3.84
L68,2,5.13,64,3.21
L68,3,5.13,60,3.11
L68,4,5.13,64,3.98
L68,5,5.13,66,4.62
L119,1,5.13,63,3.96
L119,2,5.13,65,4.1
L119,3,5.13,67,3.78
L119,4,5.13,59,4.28
L119,5,5.13,49,4.32
L181,1,5.13,73,4.54
L181,2,5.13,53,3.21
L181,3,5.13,83,5.04
L181,4,5.13,82,5.01
L181,5,5.13,50,3.88
L144,1,5.13,59,4.58
L144,2,5.13,47,3.13
L144,3,5.13,57,4.21
L144,4,5.13,58,4.18
L144,5,5.13,60,4.54
L192,1,5.13,73,5.05
L192,2,5.13,75.5,4.45
L192,3,5.13,72,4.28
L192,4,5.13,58,3.85
L192,5,5.13,60,4.25
L90,1,5.13,65,4.81
L90,2,5.13,67,5.05
L90,3,5.13,53,4.07
L90,4,5.13,75,5.01
L90,5,5.13,76,5.03
L166,1,5.13,56,3.55
L166,2,5.13,52.5,4.26
L166,3,5.13,52,3.74
L166,4,5.13,63,4.21
L166,5,5.13,58,3.93
L41,1,5.13,62,6.25
L41,2,5.13,79,5.26
L41,3,5.13,53,4.6
L41,4,5.13,57,5.26
L41,5,5.13,66.5,5.16
L204,1,5.13,50,4.12
L204,2,5.13,44,3.28
L204,3,5.13,46,4.44
L204,4,5.13,45,4.03
L204,5,5.13,54.5,5.11
L61,1,5.13,81,4.48
L61,2,5.13,78,6.46
L61,3,5.13,50,4.5
L61,4,5.13,63,4.32
L61,5,5.13,73,4.72
L3,1,5.13,61,4.41
L3,2,5.13,92,6.41
L3,3,5.13,66,5.08
L3,4,5.13,67,4.84
L3,5,5.13,57,4.76
L122,1,5.13,57,3.83
L122,2,5.13,69,5.34
L122,3,5.13,72,4.57
L122,4,5.13,70,4.46
L122,5,5.13,47,3.43
L176,1,5.13,67,4.24
L176,2,5.13,57,3.92
L176,3,5.13,57,3.7
L176,4,5.13,55,3.81
L176,5,5.13,61,3.61
L118,1,5.13,67,4.5
L118,2,5.13,66,4.68
L118,3,5.13,47,4.05
L118,4,5.13,60,4.44
L118,5,5.13,57,4.01
L193,1,5.13,46,3.97
L193,2,5.13,48,3.33
L193,3,5.13,71,4.95
L193,4,5.13,54,4.14
L193,5,5.13,73,4.8
L130,1,5.13,55,4.53
L130,2,5.13,73,4.21
L130,3,5.13,60,4.31
L130,4,5.13,65,4.24
L130,5,5.13,66,4.14
L14,1,5.13,78,4.52
L14,2,5.13,73,4.52
L14,3,5.13,92,7.54
L14,4,5.13,39,2.9
L14,5,5.13,77,4.51
L43,1,5.13,49,4.41
L43,2,5.13,41,4.13
L43,3,5.13,30,3.3
L43,4,5.13,23,2.6
L43,5,5.13,30,3.25
L98,1,5.13,69,4.44
L98,2,5.13,69,5.85
L98,3,5.13,73,4.42
L98,4,5.13,59,4.07
L98,5,5.13,69,4.24
L195,1,5.13,46,3.95
L195,2,5.13,68,3.31
L195,3,5.13,39,3.36
L195,4,5.13,50,4.63
L195,5,5.13,37,3.36
L4,1,5.13,47,2.97
L4,2,5.13,38,3.13
L4,3,5.13,44,3.01
L4,4,5.13,42,2.55
L4,5,5.13,37,3.41
L86,1,5.13,76,4.68
L86,2,5.13,47,3.39
L86,3,5.13,55,3.59
L86,4,5.13,75,3.9
L86,5,5.13,35,2.36
L6,1,5.13,60,4.33
L6,2,5.13,37.5,3.37
L6,3,5.13,52,3.35
L6,4,5.13,80,3.03
L6,5,5.13,64,4.75
L121,1,5.13,73,4.28
L121,2,5.13,36,3.6
L121,3,5.13,61,3.77
L121,4,5.13,70,4.2
L121,5,5.13,80,4.8
L91,1,5.13,37,2.96
L91,2,5.13,78,5.8
L91,3,5.13,40,3.28
L91,4,5.13,27,2.75
L91,5,5.13,30,3.02
L94,1,5.13,44,3.48
L94,2,5.13,53,3.41
L94,3,5.13,48,3.56
L94,4,5.13,40,3.36
L94,5,5.13,76,4.65
L137,1,5.13,56,3.89
L137,2,5.13,57,3.86
L137,3,5.13,56,3.75
L137,4,5.13,54,3.67
L137,5,5.13,71,4.88
L174,1,5.13,23,2.5
L174,2,5.13,66,4.42
L174,3,5.13,22,2.52
L174,4,5.13,44,3.62
L174,5,5.13,32,2.71
L212,1,5.13,52,3.19
L212,2,5.13,34,2.86
L212,3,5.13,67,4.13
L212,4,5.13,52,3.43
L212,5,5.13,69,3.63
L92,1,5.13,37,3.79
L92,2,5.13,60,4.21
L92,3,5.13,52,3.89
L92,4,5.13,57,4.21
L92,5,5.13,42,3.85
L140,1,5.13,61,4.29
L140,2,5.13,52,3.16
L140,3,5.13,39,3.08
L140,4,5.13,63,4.21
L140,5,5.13,50,3.62
L123,1,5.13,41,3.04
L123,2,5.13,34,2.8
L123,3,5.13,60,4.36
L123,4,5.13,56,4.15
L123,5,5.13,65,4.06
L182,1,5.13,42,3.54
L182,2,5.13,38,3.49
L182,3,5.13,33,2.98
L182,4,5.13,63,4.42
L182,5,5.13,36,3.53
L183,1,5.13,27,2.96
L183,2,5.13,37,3.75
L183,3,5.13,47,3.75
L183,4,5.13,33,3.43
L183,5,5.13,45,4.65
L124,1,5.13,46,3.18
L124,2,5.13,53,3.5
L124,3,5.13,62,4.78
L124,4,5.13,32,2.49
L124,5,5.13,42.5,3.99
L167,1,5.13,49,3.19
L167,2,5.13,39,3.39
L167,3,5.13,37.5,3.41
L167,4,5.13,55,4.05
L167,5,5.13,76,5.1
L185,1,5.13,58,4.34
L185,2,5.13,54,3.87
L185,3,5.13,40,2.91
L185,4,5.13,49,3.45
L185,5,5.13,30,2.8
L142,1,5.13,58,4.49
L142,2,5.13,78,5.07
L142,3,5.13,73,5.83
L142,4,5.13,53,4.35
L142,5,5.13,62,3.56
L135,1,5.13,36.5,2.96
L135,2,5.13,35,2.76
L135,3,5.13,31,4.18
L135,4,5.13,59,3.33
L135,5,5.13,58,4.66
L160,1,5.13,33,3.01
L160,2,5.13,50,4.19
L160,3,5.13,46,3.89
L160,4,5.13,22,2.99
L160,5,5.13,29,3.39
L27,1,5.13,44,3.3
L27,2,5.13,41,3.33
L27,3,5.13,41,3.17
L27,4,5.13,51,2.8
L27,5,5.13,32,3.46
L120,1,5.13,46,3.3
L120,2,5.13,61,3.18
L120,3,5.13,49,3.21
L120,4,5.13,21,1.9
L120,5,5.13,53,3.5
L117,1,5.13,55,3.88
L117,2,5.13,51,3.66
L117,3,5.13,37,3.03
L117,4,5.13,42,3.28
L117,5,5.13,42,3.63
L171,1,5.13,35,3.02
L171,2,5.13,31,3.13
L171,3,5.13,59,3.54
L171,4,5.13,46,3.37
L171,5,5.13,41,3.27
L38,1,5.13,54,3.34
L38,2,5.13,53,3.9
L38,3,5.13,48,5.01
L38,4,5.13,73,4.64
L38,5,5.13,49,4.41
L177,1,5.13,70,4.25
L177,2,5.13,50,3.8
L177,3,5.13,35,2.65
L177,4,5.13,53,4.07
L177,5,5.13,46,4.05
L138,1,5.13,59,4.46
L138,2,5.13,50,3.85
L138,3,5.13,68.5,3.59
L138,4,5.13,54,4.25
L138,5,5.13,42,3.7
L54,1,5.13,37,3.53
L54,2,5.13,48,3.26
L54,3,5.13,61.5,4.21
L54,4,5.13,73,5.53
L54,5,5.13,63,3.92
L168,1,5.13,34,2.65
L168,2,5.13,34,2.76
L168,3,5.13,55,3.17
L168,4,5.13,41,3.98
L168,5,5.13,NA,NA
L128,1,5.13,46,3.74
L128,2,5.13,32,2.19
L128,3,5.13,45,3.48
L128,4,5.13,60,3.6
L128,5,5.13,46,3.71
L154,1,5.13,36,3.23
L154,2,5.13,59,4.21
L154,3,5.13,38,3.21
L154,4,5.13,60,4.09
L154,5,5.13,44,3.54
L178,1,5.13,26,2.64
L178,2,5.13,48,3.5
L178,3,5.13,41,3.36
L178,4,5.13,60,4.15
L178,5,5.13,53,4.16
L20,1,5.13,64,3.68
L20,2,5.13,25,2.97
L20,3,5.13,46,4
L20,4,5.13,26,2.48
L20,5,5.13,41,3.76
L78,1,5.13,28,2.58
L78,2,5.13,24.5,2.35
L78,3,5.13,30,2.94
L78,4,5.13,48,2.69
L78,5,5.13,33,2.66
L80,1,5.13,60,3.76
L80,2,5.13,52,4.04
L80,3,5.13,46,3.27
L80,4,5.13,38,3.03
L80,5,5.13,68,4.44
L9,1,5.13,56,3.73
L9,2,5.13,49,4.73
L9,3,5.13,81,4.96
L9,4,5.13,41,3.39
L9,5,5.13,34,2.95
L35,1,5.13,41,3.49
L35,2,5.13,41,3.17
L35,3,5.13,47,4.11
L35,4,5.13,59,4.75
L35,5,5.13,35,3.93
L187,1,5.13,43,3.52
L187,2,5.13,32,3.07
L187,3,5.13,59,4.68
L187,4,5.13,66,4.44
L187,5,5.13,50,3.5
L45,1,5.13,31,2.55
L45,2,5.13,41,3.12
L45,3,5.13,47.5,3.41
L45,4,5.13,34,2.84
L45,5,5.13,61,4.12
L186,1,5.13,57,4.03
L186,2,5.13,70,5.32
L186,3,5.13,63,5.98
L186,4,5.13,95,5.8
L186,5,5.13,56,3.64
L180,1,5.13,65,4.19
L180,2,5.13,36,3.21
L180,3,5.13,58,4.05
L180,4,5.13,61,4.14
L180,5,5.13,66,4.23
L85,1,5.13,42,3.27
L85,2,5.13,59,4.24
L85,3,5.13,31,2.86
L85,4,5.13,33,2.96
L85,5,5.13,39,2.83
L7,1,5.13,37,3
L7,2,5.13,50,3.83
L7,3,5.13,42,3.28
L7,4,5.13,51,3.93
L7,5,5.13,40,3.5
L32,1,5.13,47,3.95
L32,2,5.13,82,6.11
L32,3,5.13,69,5.16
L32,4,5.13,65,4.66
L32,5,5.13,60,4.37
L26,1,5.13,22,2.96
L26,2,5.13,25,2.86
L26,3,5.13,19,2.4
L26,4,5.13,29,2.89
L26,5,5.13,20,2.41
L82,1,5.13,46,3.45
L82,2,5.13,39,3.76
L82,3,5.13,44,3.42
L82,4,5.13,43,4.17
L82,5,5.13,40,4.01
L131,1,5.13,60,4.36
L131,2,5.13,49,3.79
L131,3,5.13,77,5.48
L131,4,5.13,53,3.77
L131,5,5.13,55,4.16
L2,1,5.13,50,4.44
L2,2,5.13,41,3.29
L2,3,5.13,49,3.62
L2,4,5.13,35,2.66
L2,5,5.13,54,3.67
L93,1,5.13,41,3.44
L93,2,5.13,63,3.99
L93,3,5.13,74,4.73
L93,4,5.13,48,4.61
L93,5,5.13,58,3.89
L44,1,5.13,50,3.41
L44,2,5.13,57,3.71
L44,3,5.13,39,2.69
L44,4,5.13,31,3.76
L44,5,5.13,33,3.11
L75,1,5.13,37,3.19
L75,2,5.13,35,3.26
L75,3,5.13,30,2.76
L75,4,5.13,68,4.12
L75,5,5.13,47,3.89
L165,1,5.13,53,3.9
L165,2,5.13,40,3.01
L165,3,5.13,54,3.72
L165,4,5.13,69,4.44
L165,5,5.13,48,3.7
L203,1,5.13,49,3.87
L203,2,5.13,68,4.45
L203,3,5.13,69,4.07
L203,4,5.13,74,4.99
L203,5,5.13,49,3.84
L66,1,5.13,43,3.64
L66,2,5.13,31,2.86
L66,3,5.13,47,3.93
L66,4,5.13,33,3.29
L66,5,5.13,55,4.48
L25,1,5.13,56,3.8
L25,2,5.13,48,3.62
L25,3,5.13,43,3.86
L25,4,5.13,28,2.88
L25,5,5.13,37,4.34
L62,1,5.13,60,4.11
L62,2,5.13,48,3.54
L62,3,5.13,50,3.61
L62,4,5.13,52,3.64
L62,5,5.13,40,3.17
L37,1,5.13,44,4.09
L37,2,5.13,55,4.13
L37,3,5.13,53,3.59
L37,4,5.13,37,3.25
L37,5,5.13,47,4.21
L202,1,5.13,33,3.16
L202,2,5.13,55,4.17
L202,3,5.13,30,3.04
L202,4,5.13,56,4.26
L202,5,5.13,51,4.15
L126,1,5.13,47,4.71
L126,2,5.13,11,2.21
L126,3,5.13,18,2.75
L126,4,5.13,26,2.74
L126,5,5.13,28,3.56
L57,1,5.13,27,2.79
L57,2,5.13,64,4.4
L57,3,5.13,59,3.8
L57,4,5.13,39,2.69
L57,5,5.13,86,5.36
L129,1,5.13,43,3.03
L129,2,5.13,52,4.31
L129,3,5.13,45,3.65
L129,4,5.13,20,2.14
L129,5,5.13,55,4.48
L108,1,5.13,41,3.21
L108,2,5.13,32,3.3
L108,3,5.13,25,2.47
L108,4,5.13,53,3.42
L108,5,5.13,46,3.36
L134,1,5.13,62,4.24
L134,2,5.13,46,3.47
L134,3,5.13,31,2.33
L134,4,5.13,51,4.11
L134,5,5.13,59,4.49
L18,1,5.13,52,4.29
L18,2,5.13,40,3.53
L18,3,5.13,56,4.01
L18,4,5.13,65,3.26
L18,5,5.13,24,2.58
L72,1,5.13,33,2.5
L72,2,5.13,54,4.02
L72,3,5.13,44,3.53
L72,4,5.13,35,3.01
L72,5,5.13,68,4.43
L53,1,5.13,63,5.26
L53,2,5.13,54,5.18
L53,3,5.13,44,4.21
L53,4,5.13,35,3.8
L53,5,5.13,68,3.03
L79,1,5.13,34,3.11
L79,2,5.13,35,2.87
L79,3,5.13,32,3.16
L79,4,5.13,38,3.36
L79,5,5.13,55,5.57
L172,1,5.28,73,5.75
L172,2,5.28,82.5,5.48
L172,3,5.28,107.5,6.4
L172,4,5.28,59.8,5.49
L172,5,5.28,90.1,5.09
L164,1,5.28,80.3,4.96
L164,2,5.28,104,6.94
L164,3,5.28,111,6.77
L164,4,5.28,70.5,4.67
L164,5,5.28,107,5.86
L162,1,5.28,67,4.03
L162,2,5.28,135,5.31
L162,3,5.28,83.5,5.02
L162,4,5.28,79,4.65
L162,5,5.28,105,5.52
L1,1,5.28,92,5.95
L1,2,5.28,102,5.6
L1,3,5.28,88,5.08
L1,4,5.28,79,4.4
L1,5,5.28,105,5.71
L70,1,5.28,79,5.01
L70,2,5.28,87,5.18
L70,3,5.28,79,4.77
L70,4,5.28,76,4.44
L70,5,5.28,78,4.83
L175,1,5.28,79,5.48
L175,2,5.28,84,5.64
L175,3,5.28,83.5,5.56
L175,4,5.28,73.5,5.72
L175,5,5.28,78,5.4
L11,1,5.28,93,6.08
L11,2,5.28,89,5.98
L11,3,5.28,93,5.5
L11,4,5.28,47,4.68
L11,5,5.28,75.5,5.82
L127,1,5.28,111,6.73
L127,2,5.28,108,5.38
L127,3,5.28,77.5,5.73
L127,4,5.28,106,6.76
L127,5,5.28,112,6.46
L12,1,5.28,64,5.13
L12,2,5.28,83,5.18
L12,3,5.28,78,6.17
L12,4,5.28,111,6.56
L12,5,5.28,65,5.15
L161,1,5.28,26.5,3.71
L161,2,5.28,60,4.5
L161,3,5.28,71,4.22
L161,4,5.28,44,4.46
L161,5,5.28,81,7.28
L46,1,5.28,77,4.72
L46,2,5.28,79,4.79
L46,3,5.28,45,4.55
L46,4,5.28,86,5.93
L46,5,5.28,55,4.82
L159,1,5.28,114,6.12
L159,2,5.28,117,7.03
L159,3,5.28,97,5.59
L159,4,5.28,115,5.82
L159,5,5.28,119,5.85
L156,1,5.28,96,5.04
L156,2,5.28,45,4.29
L156,3,5.28,73,3.73
L156,4,5.28,72,4.46
L156,5,5.28,93,5.34
L34,1,5.28,90,5.51
L34,2,5.28,85,4.29
L34,3,5.28,118,6.76
L34,4,5.28,92,5.41
L34,5,5.28,101,6.14
L13,1,5.28,79,6.33
L13,2,5.28,79,5.84
L13,3,5.28,75,5.46
L13,4,5.28,72,4.93
L13,5,5.28,71,5.79
L145,1,5.28,52,4.09
L145,2,5.28,61,4.61
L145,3,5.28,46,3.68
L145,4,5.28,52,3.77
L145,5,5.28,48,3.72
L24,1,5.28,65,5.15
L24,2,5.28,61,4.85
L24,3,5.28,52,4.56
L24,4,5.28,48,4.14
L24,5,5.28,42.5,3.91
L209,1,5.28,80,5.05
L209,2,5.28,52,4.66
L209,3,5.28,54,3.75
L209,4,5.28,86,5.83
L209,5,5.28,54,5.11
L76,1,5.28,45,4.36
L76,2,5.28,52,5.09
L76,3,5.28,54,5.61
L76,4,5.28,86,4.21
L76,5,5.28,54,5.3
L157,1,5.28,77,4.77
L157,2,5.28,44,4.49
L157,3,5.28,48,5.75
L157,4,5.28,68,5.24
L157,5,5.28,57.5,4.85
L169,1,5.28,104.5,5.77
L169,2,5.28,101,5.38
L169,3,5.28,60,6.2
L169,4,5.28,87,5.28
L169,5,5.28,102,6.49
L59,1,5.28,121,7.34
L59,2,5.28,62,6.15
L59,3,5.28,107,7.68
L59,4,5.28,107,5.72
L59,5,5.28,105,8.25
L64,1,5.28,94,5.55
L64,2,5.28,84,5.47
L64,3,5.28,82,5.54
L64,4,5.28,86,4.47
L64,5,5.28,77,4.72
L153,1,5.28,88,5.12
L153,2,5.28,82,5.42
L153,3,5.28,88,5.93
L153,4,5.28,78,4.5
L153,5,5.28,95,5.28
L68,1,5.28,69,5.59
L68,2,5.28,94,5.06
L68,3,5.28,72,3.91
L68,4,5.28,93,5.08
L68,5,5.28,62,4.66
L119,1,5.28,84,4.9
L119,2,5.28,86,5.72
L119,3,5.28,89,5.64
L119,4,5.28,75,4.63
L119,5,5.28,50,4.42
L181,1,5.28,109,6.06
L181,2,5.28,77,4.01
L181,3,5.28,108,5.6
L181,4,5.28,116,6.76
L181,5,5.28,59,4.24
L144,1,5.28,93,5.92
L144,2,5.28,53,4.79
L144,3,5.28,91,5.64
L144,4,5.28,94,5.55
L144,5,5.28,89,5.44
L192,1,5.28,98,5.38
L192,2,5.28,101,5.3
L192,3,5.28,88,5.23
L192,4,5.28,86,4.73
L192,5,5.28,86,4.55
L90,1,5.28,64,5.28
L90,2,5.28,82,6.31
L90,3,5.28,79,4.45
L90,4,5.28,101,6.77
L90,5,5.28,121,6.61
L166,1,5.28,59.5,3.42
L166,2,5.28,59,4.44
L166,3,5.28,78,4.8
L166,4,5.28,65,5.67
L166,5,5.28,76,4.79
L41,1,5.28,102,7.8
L41,2,5.28,83,6.9
L41,3,5.28,57,5.8
L41,4,5.28,NA,NA
L41,5,5.28,106,6.04
L204,1,5.28,72,4.56
L204,2,5.28,64,3.98
L204,3,5.28,59,5.81
L204,4,5.28,67,4.93
L204,5,5.28,82,6.65
L61,1,5.28,111,5.26
L61,2,5.28,78,6.68
L61,3,5.28,85,5.47
L61,4,5.28,63,5.05
L61,5,5.28,90,5.43
L3,1,5.28,72,4.85
L3,2,5.28,131,7.57
L3,3,5.28,66,5.57
L3,4,5.28,95,5.7
L3,5,5.28,84,5.91
L122,1,5.28,90,4.59
L122,2,5.28,67,5.67
L122,3,5.28,103,5.91
L122,4,5.28,51,3.71
L122,5,5.28,62,5.07
L176,1,5.28,78,4.71
L176,2,5.28,72,4.76
L176,3,5.28,73,4.16
L176,4,5.28,62,4.83
L176,5,5.28,62,4.77
L118,1,5.28,78,5.91
L118,2,5.28,72,5.34
L118,3,5.28,73,4.76
L118,4,5.28,62,6.24
L118,5,5.28,62,5.52
L193,1,5.28,48,4.17
L193,2,5.28,61,4.24
L193,3,5.28,88,6.05
L193,4,5.28,81,6.07
L193,5,5.28,88,5.44
L130,1,5.28,75,4.85
L130,2,5.28,94,5.15
L130,3,5.28,82,4.9
L130,4,5.28,94,5.11
L130,5,5.28,93,5.09
L14,1,5.28,113,5.66
L14,2,5.28,102,5.43
L14,3,5.28,93,8.82
L14,4,5.28,60,3.56
L14,5,5.28,116,6.18
L43,1,5.28,70,5.12
L43,2,5.28,62,4.19
L43,3,5.28,45,3.43
L43,4,5.28,43,3.44
L43,5,5.28,30,3.74
L98,1,5.28,88,5.14
L98,2,5.28,102,7.33
L98,3,5.28,103,4.84
L98,4,5.28,66,4.39
L98,5,5.28,109,6.12
L195,1,5.28,72,4.27
L195,2,5.28,105,5.51
L195,3,5.28,74,4.71
L195,4,5.28,86,6.09
L195,5,5.28,61,4.2
L4,1,5.28,73,3.91
L4,2,5.28,38,3.65
L4,3,5.28,59,3.24
L4,4,5.28,49,3.07
L4,5,5.28,36,3.83
L86,1,5.28,109,6.01
L86,2,5.28,83,4.46
L86,3,5.28,83,4.61
L86,4,5.28,119,6.89
L86,5,5.28,58,3.42
L6,1,5.28,NA,NA
L6,2,5.28,68,3.54
L6,3,5.28,58,4.77
L6,4,5.28,125,7.82
L6,5,5.28,85,6.04
L121,1,5.28,107,5.86
L121,2,5.28,53,3.66
L121,3,5.28,86,4.39
L121,4,5.28,100,5.42
L121,5,5.28,116,5.78
L91,1,5.28,68,4.14
L91,2,5.28,77,6.46
L91,3,5.28,68,4.58
L91,4,5.28,91,4.29
L91,5,5.28,31,3.37
L94,1,5.28,50,4.78
L94,2,5.28,73,4.02
L94,3,5.28,75,4.6
L94,4,5.28,55,3.82
L94,5,5.28,113,5.91
L137,1,5.28,85,5.63
L137,2,5.28,73,4.73
L137,3,5.28,68,5.01
L137,4,5.28,59,4.46
L137,5,5.28,100,6.82
L174,1,5.28,41.5,3.11
L174,2,5.28,104,6.14
L174,3,5.28,48,3.44
L174,4,5.28,70,4.58
L174,5,5.28,56,3.75
L212,1,5.28,71,3.72
L212,2,5.28,55,3.73
L212,3,5.28,83,4.57
L212,4,5.28,83,4.28
L212,5,5.28,95,4.51
L92,1,5.28,37,4.23
L92,2,5.28,85,5.23
L92,3,5.28,58,4.34
L92,4,5.28,79,4.35
L92,5,5.28,42,3.9
L140,1,5.28,71,4.4
L140,2,5.28,69,4.13
L140,3,5.28,43,3.32
L140,4,5.28,65,4.8
L140,5,5.28,69,4.23
L123,1,5.28,73,4.31
L123,2,5.28,44,3.55
L123,3,5.28,64,4.55
L123,4,5.28,87,5.09
L123,5,5.28,90,4.77
L182,1,5.28,73,4.74
L182,2,5.28,51,4.19
L182,3,5.28,38,3.61
L182,4,5.28,98,6.25
L182,5,5.28,38,3.7
L183,1,5.28,46,3.77
L183,2,5.28,59,4.54
L183,3,5.28,74,4.86
L183,4,5.28,52,4.04
L183,5,5.28,65,5.28
L124,1,5.28,58,3.77
L124,2,5.28,57,3.83
L124,3,5.28,100,5.41
L124,4,5.28,58,3.11
L124,5,5.28,61,4.52
L167,1,5.28,60,3.92
L167,2,5.28,41,3.96
L167,3,5.28,60,4.04
L167,4,5.28,59,4.12
L167,5,5.28,96,5.65
L185,1,5.28,81,4.81
L185,2,5.28,71,4.74
L185,3,5.28,30,3.61
L185,4,5.28,51,4.09
L185,5,5.28,51,3.57
L142,1,5.28,91,5.6
L142,2,5.28,90,5.38
L142,3,5.28,111,6.3
L142,4,5.28,74,4.8
L142,5,5.28,75,4.43
L135,1,5.28,53,3.52
L135,2,5.28,43,3.58
L135,3,5.28,54,4.58
L135,4,5.28,88,4.96
L135,5,5.28,56,5.02
L160,1,5.28,32.5,3.75
L160,2,5.28,83,5.86
L160,3,5.28,65,4.7
L160,4,5.28,21,3.749
L160,5,5.28,29,3.89
L27,1,5.28,65,4.81
L27,2,5.28,71,3.52
L27,3,5.28,43,4.77
L27,4,5.28,69,3.23
L27,5,5.28,66,4.5
L120,1,5.28,72,3.9
L120,2,5.28,83,4.89
L120,3,5.28,69,4.26
L120,4,5.28,34,2.31
L120,5,5.28,59,4.14
L117,1,5.28,81,5.34
L117,2,5.28,52,4.08
L117,3,5.28,45,3.93
L117,4,5.28,43,3.4
L117,5,5.28,73,4.78
L171,1,5.28,60,3.26
L171,2,5.28,81,4.64
L171,3,5.28,60,4.94
L171,4,5.28,72,4.22
L171,5,5.28,69,4.73
L38,1,5.28,69,4.05
L38,2,5.28,68,4.54
L38,3,5.28,78,5.92
L38,4,5.28,98,5.23
L38,5,5.28,82,5.04
L177,1,5.28,90,5.13
L177,2,5.28,71,4.49
L177,3,5.28,52,4.86
L177,4,5.28,79,4.53
L177,5,5.28,56,5.93
L138,1,5.28,94,4.16
L138,2,5.28,71,4.94
L138,3,5.28,100,4.05
L138,4,5.28,76,4.78
L138,5,5.28,56,4.19
L54,1,5.28,66,4.62
L54,2,5.28,49,3.93
L54,3,5.28,90,5.28
L54,4,5.28,71,3.83
L54,5,5.28,59,4.57
L168,1,5.28,54,3.46
L168,2,5.28,62,4.21
L168,3,5.28,79,5.11
L168,4,5.28,41,4.75
L168,5,5.28,75,4.88
L128,1,5.28,53,4.55
L128,2,5.28,33,3.41
L128,3,5.28,47,4.02
L128,4,5.28,72,4.98
L128,5,5.28,56,4.64
L154,1,5.28,38,3.63
